explore,explore stdev,create,create stdev,depth,depth stdev
10.843476666666666,0.3068092721827903,11.165556583333334,0.678186856889947,12,0.0
4.338441083333334,0.5800360499541791,11.87678675,1.3077917103484806,11,0.0
2.76355825,0.8304827471911771,11.83379975,0.890675444462554,10.5,0.7977240352174656
1.5023800833333334,0.7150288124679706,13.115094333333333,0.8382219029336425,9.25,0.45226701686664544
1.3325958333333334,0.17829692902256838,13.158984166666666,0.6332527126789449,9,0.0
1.21894825,0.12286967367545837,13.479601416666666,0.6981080708566361,8.916666666666666,0.28867513459481287
1.3583433333333332,0.0663714876000412,13.935675333333332,1.053162063329833,8.916666666666666,0.28867513459481287
1.25071075,0.24438638849394545,13.661618,0.6762432911574464,8.75,0.45226701686664544
1.2835414166666665,0.22549403837773963,14.446832666666667,1.1423073881149768,8.583333333333334,0.5149286505444373
1.3849619166666667,0.20351098251198246,15.16183425,1.510506591446551,8.916666666666666,0.28867513459481287
1.5588221666666666,0.4436437669137528,15.874896583333333,1.175544471856684,8.916666666666666,0.90033663737852
1.8425613333333333,0.45509925447919075,16.219789666666667,1.0865455049566566,8.833333333333334,0.5773502691896257
4.43175125,3.230427877857109,17.136190666666668,0.9431030780320439,9.5,1.243163121016122
3.7347775833333334,3.9093477217338135,17.310179333333334,1.018096073359871,9.416666666666666,0.7929614610987591
12.61963475,18.33584864979027,16.520404166666665,2.4192083758878957,10.583333333333334,1.0836246694508318
15.105823000000001,8.29135471874177,16.397458818181818,2.3534808566083054,11,0.8944271909999159
19.941094,10.868607714170079,17.5815034,2.1400204685280304,11.8,0.9189365834726815
26.6370838,6.249849634132289,16.251884699999998,2.06961084822899,12.3,0.48304589153964794
45.0077597,19.792135234773685,8.1110513,7.7676582174619835,14.2,1.8737959096740262
51.701599,9.263673780006899,1.4784892,4.026620481481457,15.9,1.286683937707919
56.52921,3.948346861080386,0.15441999999999997,0.39471239425688165,15.285714285714286,1.9760470401187076
51.71905828571428,4.297288691486287,1.1428571428571428e-06,3.0237157840738177e-06,10.571428571428571,2.0701966780270626
55.952222666666664,7.571132142739641,0.0,0.0,9.333333333333334,2.309401076758503
49.313738,0,0.0,0,10,0
